keyframe,file,t_seconds,sharpness
210,kf_00210.jpg,126.91,332.6
211,kf_00211.jpg,127.92,330.4
212,kf_00212.jpg,128.32,330.7
213,kf_00213.jpg,128.93,333.5
214,kf_00214.jpg,129.73,334.1
215,kf_00215.jpg,130.34,336.8
216,kf_00216.jpg,130.54,335.0
217,kf_00217.jpg,131.55,333.9
218,kf_00218.jpg,132.15,336.2
219,kf_00219.jpg,132.76,342.4
220,kf_00220.jpg,133.15,349.9
221,kf_00221.jpg,133.76,426.5
222,kf_00222.jpg,134.37,442.6
223,kf_00223.jpg,134.96,436.3
224,kf_00224.jpg,135.36,431.6
225,kf_00225.jpg,136.37,441.6
226,kf_00226.jpg,136.98,447.4
227,kf_00227.jpg,137.19,446.0
228,kf_00228.jpg,137.99,806.5
229,kf_00229.jpg,138.39,125.5
230,kf_00230.jpg,139.39,17.7
231,kf_00231.jpg,140.0,38.7
232,kf_00232.jpg,140.19,26.5
233,kf_00233.jpg,141.2,43.6
234,kf_00234.jpg,141.81,326.9
235,kf_00235.jpg,142.0,466.3
236,kf_00236.jpg,142.61,473.1
237,kf_00237.jpg,143.62,414.2
238,kf_00238.jpg,144.23,258.0
239,kf_00239.jpg,144.42,661.0
240,kf_00240.jpg,145.43,542.2
241,kf_00241.jpg,145.63,255.2
242,kf_00242.jpg,146.63,187.9
243,kf_00243.jpg,146.83,577.9
244,kf_00244.jpg,147.84,615.8
245,kf_00245.jpg,148.04,784.0
246,kf_00246.jpg,149.04,861.7
247,kf_00247.jpg,149.25,306.4
248,kf_00248.jpg,150.26,436.5
249,kf_00249.jpg,150.45,220.8
250,kf_00250.jpg,151.46,885.1
251,kf_00251.jpg,151.67,769.4
252,kf_00252.jpg,152.67,807.6
253,kf_00253.jpg,152.87,969.6
254,kf_00254.jpg,153.47,877.7
255,kf_00255.jpg,154.27,511.7
256,kf_00256.jpg,154.67,910.0
257,kf_00257.jpg,155.68,471.4
258,kf_00258.jpg,156.29,719.3
259,kf_00259.jpg,156.48,583.6
260,kf_00260.jpg,157.3,195.2
261,kf_00261.jpg,158.1,544.4
262,kf_00262.jpg,158.71,785.9
263,kf_00263.jpg,159.11,846.6
264,kf_00264.jpg,159.71,809.4
265,kf_00265.jpg,160.51,836.8
266,kf_00266.jpg,161.12,757.6
267,kf_00267.jpg,161.71,811.1
268,kf_00268.jpg,162.11,812.4
269,kf_00269.jpg,162.53,812.2
270,kf_00270.jpg,163.52,791.1
271,kf_00271.jpg,163.73,749.2
272,kf_00272.jpg,164.74,117.3
273,kf_00273.jpg,164.93,321.1
274,kf_00274.jpg,165.75,105.8
275,kf_00275.jpg,166.34,312.3
276,kf_00276.jpg,166.75,95.0
277,kf_00277.jpg,167.74,33.4
278,kf_00278.jpg,167.95,83.7
279,kf_00279.jpg,168.96,24.4
280,kf_00280.jpg,169.57,43.9
281,kf_00281.jpg,169.97,35.6
282,kf_00282.jpg,170.77,280.8
283,kf_00283.jpg,170.98,347.0
284,kf_00284.jpg,171.78,320.8
285,kf_00285.jpg,172.18,294.4
286,kf_00286.jpg,173.19,270.2
