keyframe,file,t_seconds,sharpness
0,kf_00000.jpg,0.0,0.0
1,kf_00001.jpg,2.06,0.0
2,kf_00002.jpg,3.08,0.0
3,kf_00003.jpg,4.12,0.0
4,kf_00004.jpg,5.15,0.0
5,kf_00005.jpg,6.17,0.0
6,kf_00006.jpg,7.2,0.0
7,kf_00007.jpg,8.22,0.0
8,kf_00008.jpg,9.26,0.0
9,kf_00009.jpg,10.29,0.0
10,kf_00010.jpg,11.32,0.0
11,kf_00011.jpg,12.35,0.0
12,kf_00012.jpg,13.38,0.0
13,kf_00013.jpg,14.42,0.0
14,kf_00014.jpg,15.44,0.0
15,kf_00015.jpg,16.46,0.0
16,kf_00016.jpg,17.48,0.0
17,kf_00017.jpg,18.51,0.0
18,kf_00018.jpg,19.53,0.0
19,kf_00019.jpg,20.55,0.0
20,kf_00020.jpg,21.58,0.0
21,kf_00021.jpg,22.61,0.0
22,kf_00022.jpg,23.63,0.0
23,kf_00023.jpg,24.66,0.0
24,kf_00024.jpg,25.69,0.0
25,kf_00025.jpg,26.72,0.0
26,kf_00026.jpg,27.75,0.0
27,kf_00027.jpg,28.78,0.0
28,kf_00028.jpg,29.8,0.0
29,kf_00029.jpg,30.84,0.0
30,kf_00030.jpg,31.87,0.0
31,kf_00031.jpg,32.89,0.0
32,kf_00032.jpg,33.93,0.0
33,kf_00033.jpg,34.95,0.0
34,kf_00034.jpg,35.98,0.0
35,kf_00035.jpg,37.01,0.0
36,kf_00036.jpg,38.04,0.0
37,kf_00037.jpg,39.07,0.0
38,kf_00038.jpg,40.09,0.0
39,kf_00039.jpg,41.12,0.0
40,kf_00040.jpg,42.14,0.0
41,kf_00041.jpg,43.17,0.0
42,kf_00042.jpg,44.2,0.0
43,kf_00043.jpg,45.23,0.0
44,kf_00044.jpg,46.26,0.0
45,kf_00045.jpg,47.28,0.0
46,kf_00046.jpg,48.31,0.0
47,kf_00047.jpg,49.33,0.0
48,kf_00048.jpg,50.37,0.0
49,kf_00049.jpg,51.4,0.0
50,kf_00050.jpg,52.43,0.0
51,kf_00051.jpg,53.47,0.0
52,kf_00052.jpg,54.5,0.0
53,kf_00053.jpg,55.52,0.0
54,kf_00054.jpg,56.55,0.0
55,kf_00055.jpg,57.57,0.0
56,kf_00056.jpg,58.6,0.0
57,kf_00057.jpg,59.62,0.0
58,kf_00058.jpg,60.65,0.0
59,kf_00059.jpg,61.67,0.0
60,kf_00060.jpg,62.72,0.0
61,kf_00061.jpg,63.75,0.0
62,kf_00062.jpg,64.78,0.0
63,kf_00063.jpg,65.8,0.0
64,kf_00064.jpg,66.84,0.0
65,kf_00065.jpg,67.87,0.0
66,kf_00066.jpg,68.9,0.0
67,kf_00067.jpg,69.93,0.0
68,kf_00068.jpg,70.97,0.0
69,kf_00069.jpg,71.99,0.0
70,kf_00070.jpg,73.03,0.0
71,kf_00071.jpg,74.05,0.0
72,kf_00072.jpg,75.08,0.0
73,kf_00073.jpg,76.1,0.0
74,kf_00074.jpg,77.13,0.0
75,kf_00075.jpg,78.14,0.0
76,kf_00076.jpg,79.18,0.0
77,kf_00077.jpg,80.21,0.0
78,kf_00078.jpg,81.24,0.0
79,kf_00079.jpg,82.27,0.0
80,kf_00080.jpg,83.3,0.0
81,kf_00081.jpg,84.34,0.0
82,kf_00082.jpg,85.37,0.0
83,kf_00083.jpg,86.39,0.0
84,kf_00084.jpg,87.43,0.0
85,kf_00085.jpg,88.45,0.0
86,kf_00086.jpg,89.47,0.0
87,kf_00087.jpg,90.5,0.0
88,kf_00088.jpg,91.52,0.0
89,kf_00089.jpg,92.55,0.0
90,kf_00090.jpg,93.56,0.0
91,kf_00091.jpg,94.59,0.0
92,kf_00092.jpg,95.61,0.0
93,kf_00093.jpg,96.64,0.0
94,kf_00094.jpg,97.68,0.0
95,kf_00095.jpg,98.71,0.0
96,kf_00096.jpg,99.75,0.0
97,kf_00097.jpg,100.78,0.0
98,kf_00098.jpg,101.81,0.0
99,kf_00099.jpg,102.84,0.0
100,kf_00100.jpg,103.86,0.0
101,kf_00101.jpg,104.88,0.0
102,kf_00102.jpg,105.92,0.0
103,kf_00103.jpg,106.94,0.0
104,kf_00104.jpg,107.96,0.0
105,kf_00105.jpg,108.99,0.0
106,kf_00106.jpg,110.03,0.0
107,kf_00107.jpg,111.06,0.0
108,kf_00108.jpg,112.09,0.0
109,kf_00109.jpg,113.12,0.0
110,kf_00110.jpg,114.13,0.0
111,kf_00111.jpg,115.16,0.0
112,kf_00112.jpg,116.19,0.0
113,kf_00113.jpg,117.22,0.0
114,kf_00114.jpg,118.24,0.0
115,kf_00115.jpg,119.27,0.0
116,kf_00116.jpg,120.3,0.0
117,kf_00117.jpg,121.32,0.0
118,kf_00118.jpg,122.35,0.0
119,kf_00119.jpg,123.38,0.0
120,kf_00120.jpg,124.4,0.0
121,kf_00121.jpg,125.43,0.0
122,kf_00122.jpg,126.45,0.0
123,kf_00123.jpg,127.48,0.0
124,kf_00124.jpg,128.51,0.0
125,kf_00125.jpg,129.53,0.0
126,kf_00126.jpg,130.56,0.0
127,kf_00127.jpg,131.59,0.0
128,kf_00128.jpg,132.62,0.0
129,kf_00129.jpg,133.65,0.0
130,kf_00130.jpg,134.67,0.0
131,kf_00131.jpg,135.69,0.0
132,kf_00132.jpg,136.72,0.0
133,kf_00133.jpg,137.75,0.0
134,kf_00134.jpg,138.78,0.0
135,kf_00135.jpg,139.8,0.0
136,kf_00136.jpg,140.82,0.0
137,kf_00137.jpg,141.86,0.0
138,kf_00138.jpg,142.9,0.0
139,kf_00139.jpg,143.92,0.0
140,kf_00140.jpg,144.96,0.0
141,kf_00141.jpg,145.99,0.0
142,kf_00142.jpg,147.02,0.0
143,kf_00143.jpg,148.04,0.0
144,kf_00144.jpg,149.08,0.0
145,kf_00145.jpg,150.11,0.0
146,kf_00146.jpg,151.14,0.0
147,kf_00147.jpg,152.16,0.0
148,kf_00148.jpg,153.19,0.0
149,kf_00149.jpg,154.23,0.0
150,kf_00150.jpg,155.26,0.0
151,kf_00151.jpg,156.29,0.0
152,kf_00152.jpg,157.32,0.0
153,kf_00153.jpg,158.35,0.0
154,kf_00154.jpg,159.38,0.0
155,kf_00155.jpg,160.4,0.0
156,kf_00156.jpg,161.44,0.0
157,kf_00157.jpg,162.46,0.0
158,kf_00158.jpg,163.48,0.0
159,kf_00159.jpg,164.51,0.0
160,kf_00160.jpg,165.53,0.0
161,kf_00161.jpg,166.55,0.0
162,kf_00162.jpg,167.57,0.0
163,kf_00163.jpg,168.61,0.0
164,kf_00164.jpg,169.65,0.0
165,kf_00165.jpg,170.67,0.0
166,kf_00166.jpg,171.71,0.0
167,kf_00167.jpg,172.73,0.0
168,kf_00168.jpg,173.76,0.0
169,kf_00169.jpg,174.79,0.0
170,kf_00170.jpg,175.82,0.0
171,kf_00171.jpg,176.84,0.0
172,kf_00172.jpg,177.87,0.0
173,kf_00173.jpg,178.9,0.0
174,kf_00174.jpg,179.92,0.0
175,kf_00175.jpg,180.95,0.0
176,kf_00176.jpg,181.97,0.0
177,kf_00177.jpg,183.0,0.0
178,kf_00178.jpg,184.02,0.0
179,kf_00179.jpg,185.05,0.0
180,kf_00180.jpg,186.08,0.0
181,kf_00181.jpg,187.1,0.0
