keyframe,file,t_seconds,sharpness
63,kf_00063.jpg,38.61,534.2
64,kf_00064.jpg,39.22,565.6
65,kf_00065.jpg,39.43,458.6
66,kf_00066.jpg,40.02,92.2
67,kf_00067.jpg,41.03,620.9
68,kf_00068.jpg,41.63,795.3
69,kf_00069.jpg,42.03,811.5
70,kf_00070.jpg,42.83,839.1
71,kf_00071.jpg,43.04,823.2
72,kf_00072.jpg,43.65,364.0
73,kf_00073.jpg,44.64,1217.2
74,kf_00074.jpg,45.25,1366.6
75,kf_00075.jpg,45.46,1376.7
76,kf_00076.jpg,46.47,1344.8
77,kf_00077.jpg,46.87,1337.9
78,kf_00078.jpg,47.67,424.0
79,kf_00079.jpg,47.87,764.7
80,kf_00080.jpg,48.87,745.1
81,kf_00081.jpg,49.07,827.2
82,kf_00082.jpg,50.08,764.4
83,kf_00083.jpg,50.28,743.2
84,kf_00084.jpg,50.88,710.9
85,kf_00085.jpg,51.89,495.7
86,kf_00086.jpg,52.5,484.4
87,kf_00087.jpg,53.09,528.0
88,kf_00088.jpg,53.7,603.4
89,kf_00089.jpg,54.1,621.3
90,kf_00090.jpg,54.5,625.4
91,kf_00091.jpg,55.51,601.4
92,kf_00092.jpg,56.11,604.0
93,kf_00093.jpg,56.32,615.7
94,kf_00094.jpg,56.91,319.8
95,kf_00095.jpg,57.52,396.8
96,kf_00096.jpg,58.32,427.9
97,kf_00097.jpg,58.72,372.0
98,kf_00098.jpg,59.73,197.9
99,kf_00099.jpg,59.94,206.0
100,kf_00100.jpg,60.95,180.4
101,kf_00101.jpg,61.54,251.2
102,kf_00102.jpg,62.15,111.2
103,kf_00103.jpg,62.75,295.0
104,kf_00104.jpg,63.16,311.1
105,kf_00105.jpg,63.56,297.9
106,kf_00106.jpg,64.56,351.2
107,kf_00107.jpg,64.96,360.5
108,kf_00108.jpg,65.76,353.8
109,kf_00109.jpg,65.97,318.5
110,kf_00110.jpg,66.77,335.9
111,kf_00111.jpg,67.59,286.2
112,kf_00112.jpg,67.99,401.8
113,kf_00113.jpg,68.79,430.6
114,kf_00114.jpg,69.19,433.5
115,kf_00115.jpg,69.99,432.4
116,kf_00116.jpg,70.19,442.7
117,kf_00117.jpg,70.8,447.5
118,kf_00118.jpg,71.6,456.1
119,kf_00119.jpg,72.0,442.4
120,kf_00120.jpg,72.8,425.0
121,kf_00121.jpg,73.62,427.8
122,kf_00122.jpg,74.02,442.8
123,kf_00123.jpg,74.63,429.6
124,kf_00124.jpg,75.22,419.8
125,kf_00125.jpg,75.62,317.3
126,kf_00126.jpg,76.23,230.0
127,kf_00127.jpg,77.03,68.4
128,kf_00128.jpg,77.84,145.9
129,kf_00129.jpg,78.44,523.7
130,kf_00130.jpg,78.64,142.2
131,kf_00131.jpg,79.25,228.2
132,kf_00132.jpg,80.05,96.1
133,kf_00133.jpg,80.66,208.2
134,kf_00134.jpg,81.46,220.4
135,kf_00135.jpg,81.67,1036.5
136,kf_00136.jpg,82.47,458.7
137,kf_00137.jpg,83.08,301.4
138,kf_00138.jpg,83.67,570.1
139,kf_00139.jpg,84.28,855.6
140,kf_00140.jpg,85.08,812.2
141,kf_00141.jpg,85.48,830.5
142,kf_00142.jpg,85.89,887.4
143,kf_00143.jpg,86.48,886.9
144,kf_00144.jpg,87.49,766.5
145,kf_00145.jpg,88.1,761.4
146,kf_00146.jpg,88.71,777.4
147,kf_00147.jpg,89.3,788.3
148,kf_00148.jpg,89.7,803.3
149,kf_00149.jpg,90.31,768.0
150,kf_00150.jpg,91.11,855.4
151,kf_00151.jpg,91.32,858.6
152,kf_00152.jpg,92.32,856.6
153,kf_00153.jpg,92.72,860.8
154,kf_00154.jpg,93.33,877.7
155,kf_00155.jpg,94.13,874.4
156,kf_00156.jpg,94.34,876.8
157,kf_00157.jpg,95.14,876.2
158,kf_00158.jpg,95.54,877.0
159,kf_00159.jpg,96.34,889.3
160,kf_00160.jpg,96.74,883.9
161,kf_00161.jpg,97.75,878.2
162,kf_00162.jpg,97.96,881.7
163,kf_00163.jpg,98.96,889.6
164,kf_00164.jpg,99.16,883.8
165,kf_00165.jpg,99.76,537.1
166,kf_00166.jpg,100.77,835.0
167,kf_00167.jpg,100.96,577.9
168,kf_00168.jpg,101.97,670.5
