keyframe,file,t_seconds,sharpness
0,kf_00000.jpg,0.61,1094.0
1,kf_00001.jpg,1.2,1146.2
2,kf_00002.jpg,1.41,1147.9
3,kf_00003.jpg,2.21,1139.6
4,kf_00004.jpg,3.02,1135.5
5,kf_00005.jpg,3.62,1154.5
6,kf_00006.jpg,3.82,1160.4
7,kf_00007.jpg,4.43,1129.0
8,kf_00008.jpg,5.02,1095.7
9,kf_00009.jpg,5.63,1103.4
