keyframe,file,t_seconds,sharpness
0,kf_00000.jpg,0.61,895.3
1,kf_00001.jpg,1.21,608.8
2,kf_00002.jpg,1.62,227.2
3,kf_00003.jpg,2.42,711.9
4,kf_00004.jpg,2.82,880.6
5,kf_00005.jpg,3.24,830.9
6,kf_00006.jpg,3.82,854.3
7,kf_00007.jpg,4.83,889.8
8,kf_00008.jpg,5.23,901.6
9,kf_00009.jpg,5.63,862.2
10,kf_00010.jpg,6.24,637.1
